id,father_id,试卷类别,Egs对应标签题型,题型,基本题型,Directions材料题干,选项与解析,题干,正确答案解析,选项是否随机出现,是否依赖上级父题目,子题目是否可以随机出现,资源地址,解析
"ff80808128e785660128e8428dd60028","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><p style=""text-align: justify"">M: Excuse me, madam, could you please tell me how I can get to&nbsp;Disneyland? I'm totally a stranger here.</p><p style=""text-align: justify"">W: I wish I could. But actually I'm looking for someone else for the same question.</p></div>","What does the woman mean?","","0","0","2","/resourcefile/201009/710/20100917110602180.mp3",""
"ff80808128e785660128f1429e52014e","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><p>M: Hi, Nancy, guess what? I'm invited to go to a beach party on Sunday evening.</p><p style=""text-align: justify"">W: Well, then, what about our date?</p></div>","What does the woman imply?","","0","0","2","/resourcefile/201203/710/20120308095724270.mp3",""
"ff80808128e785660128f146f6140150","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P>M: It's already 12 now. Do you mean I have to wait until the manager comes back?</P><P style=""TEXT-ALIGN: justify"">W: If you want, you can just leave a message. I'll give it to him later.</P></div>","What should the man do according to the woman?","","0","0","2","/resourcefile/201203/710/20120308095849325.mp3",""
"ff80808128e785660128f14c38d90152","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><p>M: I was soaked in the rain. I hate the weather here.</p><p>W: Oh, you know what, it serves you right. I'd told you to bring the umbrella, but you didn't.</p></div>","What does the woman mean?","","0","0","2","/resourcefile/201203/710/20120308095919785.mp3",""
"ff80808128e785660128f154560d0154","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P>M: Nancy, how about the recent research in your lab?</P><P style=""TEXT-ALIGN: justify"">W: Well, we had assumed a possible result at the beginning, but the outcome of the experiment told a different story.</P></div>","Which statement about the research is true?","","0","0","2","/resourcefile/201203/710/20120308095937992.mp3",""
"ff80808128e785660128f15c2567015a","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><p style=""text-align: justify"">M:&nbsp;What do you think of my solution to the problem we are concerned about?</p><p style=""text-align: justify"">W: You may have made all use of your wisdom, but it can only scratch the surface of it.</p></div>","What does the woman think of the solution?","","0","0","2","/resourcefile/201203/710/20120308095958205.mp3",""
"ff80808128e785660128f161dce70160","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><p style=""text-align: justify;"">M: Mary, can I use your card to pay for the bill? I lost mine on the way to the restaurant.</p><p style=""text-align: justify;"">W: I'm so sorry, but my card was stuck in the ATM&nbsp; in the supermarket the other day, and it takes time to bring it out.</p></div>","What happened to the woman's card?","","0","0","2","/resourcefile/201203/710/20120308100017278.mp3",""
"ff80808128e785660128f16817150162","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><p style=""text-align: justify;"">M: I've been waiting for so long. I will find another buyer if the manager&nbsp;does not turn up in&nbsp;30 minutes.</p><p style=""text-align: justify;"">W: I think he can&nbsp;make it in&nbsp;time for he called me at eight and told me he would be here in&nbsp;two hours.</p></div>","When will the manager come back?","","0","0","2","/resourcefile/201203/710/2012030810004042.mp3",""
"ff80808128e785660128f16c60b60164","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><p>M: What happened between you and your boss?</p><p style=""text-align: justify"">W: The truth is that he wanted me to bow to him but I talked back every time when we had different opinions.</p></div>","What did the woman's boss want her to do when they had different ideas?","","0","0","2","/resourcefile/201203/710/20120308100059257.mp3",""
"ff8080812a42fd1d012a7a5286bd1095","","大学英语四级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">M: The Education Department says for-profit colleges and training programs are important. In 2008, they had close to&nbsp;two million students, nearly&nbsp;three times more than in 2000.</P><P style=""TEXT-ALIGN: justify"">W: But officials say for-profit colleges may be less supervised than other schools. For every 100 graduates of for-profit colleges, 18 fail to repay their federal student loans.</P></div>","What do we know about for-profit colleges from the conversation?","","0","0","2","/resourcefile/201102/710/20110225161333374.mp3",""
"ff80808128e785660128f3c5c8b101d1","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P>&nbsp;</P><DIV style=""BACKGROUND: white; MARGIN: 0cm 0cm 0pt 36.75pt; TEXT-INDENT: -36.75pt""><SPAN style=""COLOR: black"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; M: Here’s a good test for your midsection muscles. <B>Clasp your hands over your head and place your feet together on the floor. Then bend at the waist, touch your toes with your hands.</B></SPAN></DIV><DIV style=""BACKGROUND: white; MARGIN: 0cm 0cm 0pt 36.75pt; TEXT-INDENT: -36.75pt""><SPAN style=""COLOR: black"">　</SPAN><SPAN style=""COLOR: black""> W: Sorry. I still can’t follow you. Could you say it again?</SPAN></DIV><P><SPAN style=""FONT-SIZE: 10.5pt; COLOR: black"">　</SPAN><SPAN style=""FONT-SIZE: 10.5pt; COLOR: black""> Q: What are they talking about?</SPAN></P><DIV class=glossary id=Glossary><DIV class=glossary_title>Glossary：</DIV><DIV class=glossary_allword id=glossary_allword><DIV class=glossary_word id=glossary_word>midsection: </DIV><DIV class=glossary_word id=glossary_word>are: </DIV><DIV class=glossary_word id=glossary_word>clasp: </DIV></DIV></DIV></div>","What are they talking about? ","","0","0","2","",""
"ff80808128e785660128f3c6d6c601d3","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P>&nbsp;</P><DIV style=""BACKGROUND: white; MARGIN: 0cm 0cm 0pt 31.5pt; TEXT-INDENT: -31.5pt""><SPAN style=""COLOR: black"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; W</SPAN><SPAN style=""COLOR: black"">: Were you able to understand that French novel without help from the teacher?</SPAN></DIV><DIV style=""BACKGROUND: white; MARGIN: 0cm 0cm 0pt 31.5pt; TEXT-INDENT: -31.5pt""><SPAN style=""COLOR: black"">　</SPAN><SPAN style=""COLOR: black""> M:&nbsp; I did it pretty well. But I had to <STRONG>fall back on my dictionary </STRONG>occassionally.</SPAN></DIV><DIV style=""BACKGROUND: white; MARGIN: 0cm 0cm 0pt 31.5pt; TEXT-INDENT: -31.5pt""><SPAN style=""FONT-SIZE: 10.5pt; COLOR: black"">　 </SPAN><SPAN style=""FONT-SIZE: 10.5pt; COLOR: black"">Q: What does the&nbsp;man mean?</SPAN></DIV><DIV class=glossary id=Glossary><DIV class=glossary_title>Glossary：</DIV><DIV class=glossary_allword id=glossary_allword><DIV class=glossary_word id=glossary_word>nag: </DIV><DIV class=glossary_word id=glossary_word>are: </DIV><DIV class=glossary_word id=glossary_word>year-old: </DIV><DIV class=glossary_word id=glossary_word>mum: </DIV><DIV class=glossary_word id=glossary_word>am: </DIV></DIV></DIV></div>","What does the man mean?","","0","0","2","",""
"ff80808128e785660128f3c8ee3201d7","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P>&nbsp;</P><DIV style=""BACKGROUND: white; MARGIN: 0cm 0cm 0pt 35.9pt; TEXT-INDENT: -35.9pt"">&nbsp;&nbsp;&nbsp;&nbsp; W: We are having all kinds of trouble finding a new apartment for next year. What about you?</DIV><DIV style=""BACKGROUND: white; MARGIN: 0cm 0cm 0pt 36.75pt; TEXT-INDENT: -36.75pt"">　 M: My roommate and I decided that this year <B>we’d stay put</B>.</DIV><P><SPAN style=""FONT-SIZE: 10.5pt"">　</SPAN><SPAN style=""FONT-SIZE: 10.5pt""> Q: What does the man mean?</SPAN></P><DIV class=glossary id=Glossary><DIV class=glossary_title>Glossary：</DIV><DIV class=glossary_allword id=glossary_allword><DIV class=glossary_word id=glossary_word>are: </DIV><DIV class=glossary_word id=glossary_word>roommate: </DIV></DIV></DIV></div>","What does the man mean? ","","0","0","2","",""
"ff80808128e785660128f3ca0a3d01da","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P>&nbsp;</P><DIV style=""BACKGROUND: white; MARGIN: 0cm 0cm 0pt 36.75pt; TEXT-INDENT: -36.75pt""><SPAN style=""COLOR: black"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; M: I hate it when people take their dogs into a park and let them make <STRONG>messes all over the place</STRONG>. it's so irresponsible.</SPAN></DIV><DIV style=""BACKGROUND: white; MARGIN: 0cm 0cm 0pt 36.75pt; TEXT-INDENT: -36.75pt""><SPAN style=""COLOR: black"">　</SPAN><SPAN style=""COLOR: black""> W: You know what bothers me? I hate it when they go out and leave the dogs at home, barking all day. It is simply so annoying.</SPAN></DIV><DIV style=""BACKGROUND: white; MARGIN: 0cm 0cm 0pt 36.75pt; TEXT-INDENT: -36.75pt""><SPAN style=""FONT-SIZE: 10.5pt; COLOR: black"">　</SPAN><SPAN style=""FONT-SIZE: 10.5pt; COLOR: black""> Q: What does the man complain?</SPAN></DIV><DIV class=glossary id=Glossary><DIV class=glossary_title>Glossary：</DIV><DIV class=glossary_allword id=glossary_allword><DIV class=glossary_word id=glossary_word>sweaty: </DIV><DIV class=glossary_word id=glossary_word>phobia: </DIV><DIV class=glossary_word id=glossary_word>are: </DIV></DIV></DIV></div>","What does the man complain about?","","0","0","2","",""
"ff80808128e785660128f3cb147901dd","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><p>&nbsp;</p><div style=""background: white; margin: 0cm 0cm 0pt 31.5pt; text-indent: -31.5pt""><span style=""color: black"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; M</span><span style=""color: black"">: Hey, Mary. Tell me why don't you get married soon with your boyfriend?</span></div><div style=""background: white; margin: 0cm 0cm 0pt 31.5pt; text-indent: -31.5pt""><span style=""color: black"">　</span><span style=""color: black""> W: Well, according to government statistics, </span><strong><span style=""color: black"">the older one is when he gets married, the less likely it is that he'll get a divorce.</span></strong></div><div style=""background: white; margin: 0cm 0cm 0pt 31.5pt; text-indent: -31.5pt""><span style=""font-size: 10.5pt; color: black"">　</span><span style=""font-size: 10.5pt; color: black""> Q: What does the woman mean?</span></div><div id='Glossary' class='glossary'><div class='glossary_title'>Glossary：</div><div id='glossary_allword' class='glossary_allword'><div id='glossary_word' class='glossary_word'> grandpa:  </div></div></div></div>","What does the woman mean?","","0","0","2","",""
"ff80808128e785660128f3ccca8201e1","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><p>&nbsp;</p><div style=""background: white; margin: 0cm 0cm 0pt 36.75pt; text-indent: -36.75pt""><span style=""color: black"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; W</span><span style=""color: black"">: Let&rsquo;s stop and look at this furniture, Billy. Have you ever seen more beautiful sofas?</span></div><div style=""background: white; margin: 0cm 0cm 0pt 36.75pt; text-indent: -36.75pt""><span style=""color: black"">　</span><span style=""color: black""> M: <b>Quite often and for much less money, too.</b></span></div><p><span style=""font-size: 10.5pt; color: black"">　</span><span style=""font-size: 10.5pt; color: black""> Q: What does the man think of the sofas?</span></p><div id='Glossary' class='glossary'><div class='glossary_title'>Glossary：</div><div id='glossary_allword' class='glossary_allword'><div id='glossary_word' class='glossary_word'> billy:  </div></div></div></div>","What does the man think of the sofa? ","","0","0","2","",""
"ff80808128e785660128f3ceb6e601e3","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P>&nbsp;</P><DIV style=""BACKGROUND: white""><SPAN style=""COLOR: black"">&nbsp;&nbsp;&nbsp; M</SPAN><SPAN style=""COLOR: black"">:&nbsp;Do you know the new club around the corner? It just opened a couple of months ago, everything is&nbsp; brand new and there are a lot ""hip""people who go there.</SPAN></DIV><DIV style=""BACKGROUND: white""><SPAN style=""COLOR: black"">　W</SPAN><SPAN style=""COLOR: black"">: Oh, right. <STRONG>It's the newest ""in""place.</STRONG> I hear the reason people go there is just to be seen. </SPAN></DIV><DIV style=""BACKGROUND: white""><SPAN style=""FONT-SIZE: 10.5pt; COLOR: black"">Q: What do we learn about the club from the conversation?</SPAN></DIV><DIV class=glossary id=Glossary><DIV class=glossary_title>Glossary：</DIV><DIV class=glossary_allword id=glossary_allword><DIV class=glossary_word id=glossary_word>ll: </DIV><DIV class=glossary_word id=glossary_word>ve: </DIV><DIV class=glossary_word id=glossary_word>over-head: </DIV></DIV></DIV></div>","What do we learn about the club from the conversation?","","0","0","2","",""
"ff80808128e785660128f3d05c1901e5","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P>&nbsp;</P><DIV style=""BACKGROUND: white; MARGIN: 0cm 0cm 0pt 31.5pt; TEXT-INDENT: -31.5pt""><SPAN style=""COLOR: black"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; W</SPAN>: Adam, do you know anything about the Jewish holiday Hanukkah? I am very interested in that holiday.</DIV><DIV style=""BACKGROUND: white; MARGIN: 0cm 0cm 0pt 31.5pt; TEXT-INDENT: -31.5pt"">　 M<SPAN>: Yes, the Jewish holiday Hanukkah starts from the night of December twenty-fifth. <STRONG>This eight-day holiday celebrates the Jewish people's successful battle for religious freedom </STRONG>more than two thousand years ago.</SPAN></DIV><DIV style=""BACKGROUND: white; MARGIN: 0cm 0cm 0pt 31.5pt; TEXT-INDENT: -31.5pt""><SPAN style=""FONT-SIZE: 10.5pt"">　</SPAN><SPAN style=""FONT-SIZE: 10.5pt""> Q: What do we learn about ""Hanukkah""from the man?</SPAN></DIV><DIV class=glossary id=Glossary><DIV class=glossary_title>Glossary：</DIV><DIV class=glossary_allword id=glossary_allword><DIV class=glossary_word id=glossary_word>don: </DIV></DIV></DIV></div>","What do we learn about ""Hanukkah""from the man?","","0","0","2","",""
"ff80808128e785660129020d9c3203bd","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">M: Have you heard the news? The manager posted this month's work schedule.&nbsp;</P><P style=""TEXT-ALIGN: justify"">W: She did? Where?</P></div>","What does the woman ask? ","","0","0","2","/resourcefile/201212/710/20121226111223716.mp3",""
"ff80808128e785660129020ecce803cc","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">M: Do you have something for the athlete's foot?</P><P style=""TEXT-ALIGN: justify"">W: This cream is highly recommended. Besides, you should keep the infected area clean and dry.</P></div>","What does the woman suggest?","","0","0","2","/resourcefile/201212/710/2012122611143355.mp3",""
"ff80808128e785660129020f4bc703ce","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">M: Jackson Station Lost and Found Department.&nbsp;</P><P style=""TEXT-ALIGN: justify"">W: Hello, I left my suitcase on the subway this morning. I wonder if it has been turned in.</P></div>","Why does the woman call?","","0","0","2","/resourcefile/201212/710/2012122611145290.mp3",""
"ff80808128e785660129020fa84e03d0","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><p style=""text-align: justify"">W: I'd like to take a nonstop flight to New York tomorrow. Is there any night flight available?<br /><br />M: All the flights are full,&nbsp;except for the only&nbsp;seat on a United flight at 10:15.</p></div>","What does the woman want to do?","","0","0","2","/resourcefile/201212/710/20121226111503497.mp3",""
"ff80808128e7856601290210c81f03d2","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">M: How did it happen anyway?<BR><BR>W:&nbsp;I was checking the city map at the corner and I slipped and fell.</P></div>","What had happened to the woman?","","0","0","2","/resourcefile/201212/710/20121226111516119.mp3",""
"ff80808128e7856601290211567e03d4","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">M: I'm sorry, but I don't think we'll be able to offer you a position at this time.<BR><BR>W: Do you think I could schedule another interview soon?</P></div>","What does the woman mean?","","0","0","2","/resourcefile/201212/710/20121226111533101.mp3",""
"ff80808136e6ff900137599bc8dc20b5","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><DIV>W：dfa I heard that this movie is very good. Did you enjoy it?</DIV><DIV>M：daf No, I think it showed too much unnecessary violence.</DIV><SPAN style=""FONT-SIZE: 10.5pt"">Q</SPAN><SPAN style=""FONT-SIZE: 10.5pt"">：sfd </SPAN><SPAN style=""FONT-SIZE: 10.5pt"">How does the man feel about this movie?&nbsp;&nbsp;</SPAN></div>","  ","","0","0","2","/resourcefile/201206/710/20120606132621890.mp3",""
"ff80808136e6ff900137599f923820b7","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><DIV>W：dfd Oh, dear，I wonder where I left my hand hag!</DIV><DIV>M：sagf Maybe you didn't bring the bag. Most probably it's still lying on the desk in your office.</DIV><DIV>Q：df What happened to the woman? &nbsp;</DIV></div>"," ","","0","0","2","/resourcefile/201206/710/20120606132631403.mp3",""
"ff80808136e6ff900137599ab46920b3","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><DIV>W：Henry, what game shall we arrange for the children to play?</DIV><DIV>M：Why don't we leave, that to themselves?</DIV><DIV>Q：What does the man suggest the woman do? &nbsp;</DIV></div>"," ","","0","0","2","/resourcefile/201206/710/20120606132612247.mp3",""
"ff8080812a35dc1f012a3c032d880210","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P>&nbsp;</P><DIV style=""BACKGROUND: white; MARGIN: 0cm 0cm 0pt 18pt; TEXT-INDENT: -18pt""><SPAN style=""COLOR: #333333"">1.<SPAN style=""FONT: 7pt 'Times New Roman'"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </SPAN></SPAN><SPAN style=""COLOR: #333333"">M: Didn’t you get my letters? </SPAN></DIV><DIV style=""BACKGROUND: white; MARGIN: 0cm 0cm 0pt 36.75pt; TEXT-INDENT: -36.75pt""><SPAN style=""COLOR: #333333"">　</SPAN><SPAN style=""COLOR: #333333""> W: Oh, I started to read them, I did, <B>but after a few, I just couldn’t bear to hear about all the fighting and killing. .</B></SPAN></DIV><P><SPAN style=""FONT-SIZE: 10.5pt; COLOR: #333333"">　</SPAN><SPAN style=""FONT-SIZE: 10.5pt; COLOR: #333333""> Q: What does the woman mean?</SPAN></P><DIV class=glossary id=Glossary><DIV class=glossary_title>Glossary：</DIV><DIV class=glossary_allword id=glossary_allword><DIV class=glossary_word id=glossary_word>oh: </DIV><DIV class=glossary_word id=glossary_word>couldn: </DIV><DIV class=glossary_word id=glossary_word>didn: </DIV></DIV></DIV></div>","What does the woman mean?","","0","0","2","",""
"ff8080812f2eb64b012fa0061f3e08fa","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><p style=""text-align: justify"">Woman: I've cleaned the windows, mopped the floors, and folded the laundry. Is there anything else that you would like me to do before I call it a day?</p><div style=""text-align: justify"">Man: Did you do the living room yet?</div></div>","Who is the woman most likely to be?","","0","0","2","/resourcefile/201104/710/2011042915073436.mp3",""
"ff8080812a84484b012a846aec020010","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><p>W: It is our great pleasure to have you in our house, Henry.<br />M: It&rsquo;s very kind of you to say so, Madam. You know I always dream about the lovely lawn. I had a good time here when I was only eight.<br /><br />&nbsp;</p></div>","What can we know from the conversation?","","0","0","2","",""
"ff80808136e6ff9001375998eebf20af","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><DIV><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">M</SPAN><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">：dfdsf </SPAN><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">I'd like a white dress please</SPAN><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">，</SPAN><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">one without collar and belt. </SPAN></DIV><DIV><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">W</SPAN><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">：df </SPAN><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">This one might suit you</SPAN><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">，</SPAN><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">Madam. Try it on please. </SPAN></DIV><DIV><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">Q</SPAN><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">：sdf </SPAN><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">What sort of dress does the woman want?</SPAN></DIV></div>"," ","","0","0","2","/resourcefile/201206/710/2012060613255090.mp3",""
"ff80808136e6ff9001375999e0dc20b1","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><DIV><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">W</SPAN><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">：df </SPAN><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">What do you think of London? </SPAN></DIV><DIV><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">M</SPAN><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">：df </SPAN><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">It's interesting. In almost every street</SPAN><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">，</SPAN><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">you can see buildings of different styles. </SPAN></DIV><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">Q</SPAN><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">：df df </SPAN><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">What is the man's opinion of London?</SPAN></div>"," ","","0","0","2","/resourcefile/201206/710/20120606132600641.mp3",""
"ff8080812afa9187012b10688ff001de","","大学英语四级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">M: I've been waiting to see the respected engineer for hours. Can you tell me where he is at present?&nbsp;</P><P style=""TEXT-ALIGN: justify"">W: Here she is right now. The engineer is Amy Obama?a woman. Don't always assume that an engineer is a man!</P></div>","What does the woman mean?","","0","0","2","/resourcefile/201012/710/20101220172135733.mp3",""
"ff8080812a42fd1d012a643c13cb0a5e","","大学英语四级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><p style=""text-align: justify"">M: Good news! I am not going to have surgery after all. The doctor says I can start working out again soon and maybe play football like before in a few weeks.</p><p style=""text-align: justify"">W: That's terrific. It will be great if you could get back in shape in time for the World Cup.&nbsp;</p></div>","What do we learn from the conversation?","","0","0","2","/resourcefile/201008/technology/audio/Mp3-20100812101116354.mp3",""
"ff8080812b47c3f1012b53416a7f00ed","","大学英语四级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">M: Nicki, do you want to come to the mall with me? I'm broke, but I like browsing through the music store there.</P><P style=""TEXT-ALIGN: justify"">W: So am I, but I like to listen to new albums there. I don't have money to buy them, but I can go there and listen. You know you don't have to pay for listening.</P></div>","What are the two speakers going to do?","","0","0","2","/resourcefile/201012/710/20101220165831761.mp3",""
"ff8080812a97cfe2012a9c5e02760053","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><p style=""text-align: justify"">W: Bill, have you heard the latest news? It appears we two won't be laid off after all.</p><p style=""text-align: justify"">M: Oh, I'm somewhat tired of working here. I've been wondering whether I should resign. Anyway, the news seems to be good for you.</p></div>","How does the man feel about the news?","","0","0","2","/resourcefile/201008/technology/audio/Mp3-20100818095554438.mp3",""
"ff8080812a84484b012a8cffe34c02af","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><p style=""text-align: justify"">W: Aren't you disappointed that you didn't get the promotion?</p><p style=""text-align: justify"">M: Maybe a little, but I know I need more experience before I'm ready for that kind of responsibility.</p></div>","What do we learn about the man from this conversation?","","0","0","2","/resourcefile/201008/technology/audio/Mp3-20100818095109471.mp3",""
"ff8080812a84484b012a8d069f8402b4","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><p style=""text-align: justify"">W: Professor Clark suggested I get a tutor for advanced physics.</p><p style=""text-align: justify"">M: Well, that might help. Advanced physics is a pretty difficult course.</p></div>","What does the man mean?","","0","0","2","/resourcefile/201008/technology/audio/Mp3-20100818095436447.mp3",""
"ff80808136e6ff9001372ae720fc0bca","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><DIV style=""LINE-HEIGHT: 13.9pt; TEXT-INDENT: -18pt; MARGIN: 0cm 0cm 0pt 18pt; BACKGROUND: white""><SPAN>&nbsp;</SPAN>M: Your price seemed a bit high compared with other brands'.</DIV><DIV style=""LINE-HEIGHT: 13.9pt; MARGIN: 0cm 0cm 0pt 18pt; BACKGROUND: white"">W: If you take our quality into consideration, <SPAN style=""LETTER-SPACING: -0.05pt"">the price is not high at all. </SPAN></DIV><DIV style=""LINE-HEIGHT: 13.9pt; MARGIN: 0cm 0cm 0pt 18pt; BACKGROUND: white""><B>Q: What does the woman mean?</B></DIV></div>","      ","","0","0","2","/resourcefile/201205/710/20120521144203600.mp3",""
"ff8080812b47c3f1012b8b55169b0b92","","大学英语四级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><p style=""text-align: justify"">W: I got two letters of acceptance yesterday, one from Kansas State University and the other from the University of Iowa. It's hard for me to make the right decision.</p><p style=""text-align: justify"">M: Congratulations! If only I had those letters, it'd be amazing to have two options.</p></div>","What does the man imply?","","0","0","2","/resourcefile/201103/710/20110304153606550.mp3",""
"ff8080812a1dc4de012a2b18630c00dd","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">W: Hello, this is Doctor Brown's office. We are calling to remind you of your 11:15 appointment for your annual check-up tomorrow morning.</P><P style=""TEXT-ALIGN: justify"">M: Oh, thanks. It's a good thing you called. I thought it was 11:15 this morning.</P></div>","What can we learn from the conversation?","","0","0","2","/resourcefile/201103/710/20110322161117907.mp3",""
"ff8080812a1dc4de012a2b143a5000db","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">M: What are you going to do this weekend? Maybe we can go on a picnic.</P><P style=""TEXT-ALIGN: justify"">W: Don't tempt me. I have to prepare for my finals. I'll&nbsp;have them next week.</P></div>","Why can't the woman go on a picnic?","","0","0","2","/resourcefile/201103/710/20110322161107803.mp3",""
"ff80808136e6ff9001375918c94e2056","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><DIV><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">M</SPAN><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">：df </SPAN><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">Would you like to have dinner with me on Saturday? </SPAN></DIV><DIV><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">W</SPAN><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">：df </SPAN><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">Thank you very much</SPAN><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">，</SPAN><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">but I am going to the theater that evening. </SPAN></DIV><DIV><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">Q</SPAN><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">：dfdd &nbsp;</SPAN><SPAN style=""COLOR: black; FONT-SIZE: 11pt"">What is the woman going to do on Saturday?</SPAN></DIV></div>"," ","","0","0","2","/resourcefile/201206/710/2012060613254184.mp3",""
